Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
3,30-03-2012,Tamil,Dhanush,Shruti Haasan,Anirudh Ravichander,"Ram and Janani are high school sweethearts who eventually get married. However, Janani is mystified when Ram commits suicide all of a sudden and she tries to find out the truth behind his death.",6.6,1.8537
Billa II,13-07-2012,Tamil,Ajith Kumar,Parvathy Omanakuttan,Yuvan Shankar Raja,"Small-time diamond smuggler David befriends Goa-based gangster Abbasi. But when David begins to build inroads with an international gangster, Abbasi is not happy, and soon the two turn into bitter rivals.",6.013,1.2258
Manam Kothi Paravai,01-06-2012,Tamil,Sivakarthikeyan,Athmeeya Rajan,D. Imman,"Though Kannan loves Revathy, his neighbour and childhood pal, he lies to his friends that she too is in love with him. So, when Revathy's family, respected - and feared - in the village, arranges her wedding with another, his friends decide to get the lovers together at all costs and send an inebriated and unconscious Kannan and a drugged Revathy off to Kerala in the hope that her family will accept the couple once they are married. How does their plan play out?",5.1,0.9429
Aravaan,02-03-2012,Tamil,Aadhi Pinisetty,Sai Dhanshika,Karthik,"Komboodhi is the leader of a tribe that steals from the rich to survive. He befriends Varipuli, unaware of his past, only to learn that his village has been hunting him to offer his life to god.",4.8,0.9088
Maattrraan,12-10-2012,Tamil,Suriya,Kajal Agarwal,Harris Jayaraj,"Akhilan and Vimalan are the conjoined twins of genetic scientist Ramachandran, whose company makes Energion, a dietary supplement that promises to make geniuses out of children. When Russian journalist Volga tells them that there is something fishy about Energion and is mysteriously found dead, their lives are turned topsy-turvy.",5.679,1.1799
Thuppakki,13-11-2012,Tamil,Vijay,Kajal Agarwal,Harris Jayaraj,"Captain Jagadish, an intelligence officer in the Indian Army, returns to Mumbai for a vacation but soon finds himself in a deadly mission. After witnessing a bus bombing, he uncovers a network of sleeper cells planning multiple attacks across the city. With no official backing, he embarks on a personal mission with his trusted comrades to eliminate the mastermind, ensuring the sleeper cells remain leaderless and trapped in silence, waiting for orders that will never come. Ready to sacrifice his own life, he sets out on his final mission—but does he succeed, and at what cost?",7.2,1.1335
Naduvula Konjam Pakkatha Kaanom,30-11-2012,Tamil,Vijay Sethupathi,Gayathrie Shankar,Ved Shankar,"In an accident two days before his wedding, a young man forgets the last year of his life. His friends are determined to ensure that he gets married despite his condition.",7.4,1.1259
Vettai,13-01-2012,Tamil,R. Madhavan,Sameera Reddy,Yuvan Shankar Raja,Guru always helps his timid brother win accolades and promotions in his career as a policeman. But a brutal incident makes Guru realise that he needs to help his brother in another way.,6.4,0.7962
Thaandavam,28-09-2012,Tamil,Vikram,Anushka Shetty,G. V. Prakash Kumar,A blind man with his 'Echolocation' power takes on a revenge mission.,5.7,1.0058
Nanban,13-01-2012,Tamil,Vijay,Ileana D'Cruz,Harris Jayaraj,"The plot of the film illustrates the embankment of two friends on a quest for a lost buddy, who was once an optimistic and successful student. On their journey, they recount their college life and special moments that the three shared up until their lost friend secretly parted ways after convocation. During their quest, the two encounter a rival classmate who once made a long forgotten bet with them, a funeral that goes impossibly out of control, and a wedding they must crash.",7.043,1.1336
Pizza,19-10-2012,Tamil,Vijay Sethupathi,Remya Nambeesan,Santhosh Narayanan,"Michael, a pizza delivery boy, lives with Anu, an aspiring horror fiction writer. One day, on a delivery run, he goes to a bungalow, where mysterious events begin to unfold.",6.848,0.9134
Saguni,22-06-2012,Tamil,Karthi,Pranitha Subhash,G. V. Prakash Kumar,"Saguni is a Tamil political satire film directed by Shankar Dayal. The film features Karthi and Pranitha in the lead roles, while Santhanam, Roja, Prakash Raj, Raadhika Sarathkumar and Nassar appear in supporting roles. The film along with its dubbed Telugu Version Sakuni released on June 22, 2012, It received mixed reviews.",4.825,0.7958
Vazhakku Enn 18/9,04-05-2012,Tamil,Sri,Urmila Mahanta,R. Prasanna,"Venu works at a roadside shop and loves Jyothi, a maidservant in the nearby apartments. Before Venu gets a chance to express his love to her, she meets with an accident and he is arrested.",7.333,0.6587
Sundarapandian,14-09-2012,Tamil,M. Sasikumar,Lakshmi Menon,N. R. Raghunanthan,"Sundarapandiyan , who has finished college and goofs around in his village with friend Murugesan , decides to pitch in when Arivazhagan seeks his help in wooing Archana . But she rejects Arivazhagan and also another suitor Bhuvaneshwaran. Complications arise when she says she has been in love with Sundarapandiyan for a long time.",6.321,0.698
Neethaane En Ponvasantham,14-12-2012,Tamil,Jiiva,Samantha Ruth Prabhu,Ilaiyaraaja,A boy and a girl who are friends from their childhood fight and break up during their school and college. They meet again at the age of 25 and fall in love.,6,0.9281
Oru Kal Oru Kannadi,12-04-2012,Tamil,Udhayanidhi Stalin,Hansika Motwani,Harris Jayaraj,"Saravanan falls for Meera at first sight, but she eventually turns him down. When he learns about her upcoming marriage, he and his friend, Partha, set out to Pondicherry to stop the wedding.",5.5,0.4737
Naanga,09-03-2012,Tamil,Nivas Adithan,Kasturi Shankar,Bala Barathi,"When Devi regains consciousness after being in a coma for long, her friends from college come together to get her back with her lover Babu, who is in prison. As they go about the task, each one revisits his/her life, which was hugely influenced by their time in college in the 1980s.",0,0.4174
Neerparavai,30-11-2012,Tamil,Vishnu Vishal,Sunaina,N. R. Raghunanthan,"A skeleton is found at the home of Esther (Nandita Das), whose fisherman husband Arulappasamy (Vishnu) has been missing for the past 25 years. Esther confesses that it was she who murdered her husband but when Agnes (Varsha), the cop assigned to the case, lends a sympathetic ear, she narrates a heart wrenching tale of a loving family ruined by the politics of territorial waters.",6.25,0.3852
Kadhalil Sodhappuvadhu Yeppadi,17-02-2012,Tamil,Siddharth,Amala Paul,S. Thaman,"After Arun and Parvathi's stormy romance ends, he goes to Puducherry where he befriends Cathy, the girlfriend of his buddy John. But their friendship is mistaken for love by John.",5.7,0.4883
Kumki,14-12-2012,Tamil,Vikram Prabhu,Lakshmi Menon,D. Imman,The story revolves around a mahout and his trained elephant.,6.706,0.567
Kalakalappu,11-05-2012,Tamil,Vimal,Anjali,Vijay Ebenezer,"A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.",6.2,0.6365
Ambuli,17-02-2012,Tamil,R. Parthiban,Sanam Shetty,Mervin Solomon,People in a village believe that a monster resides and creates havoc in the corn fields. Two students who study at a college near the village decide to investigate the matter. They are successful in capturing the monster.,5.3,0.4181
Thadaiyara Thaakka,01-06-2012,Tamil,Arun Vijay,Mamta Mohandas,S. Thaman,Selva (Arun Vijay) owns a travel agency in Chennai. He dreams to make it big in life and is all set to marry his lover Priya (Mamta Mohandas). The city is under the grip of dreaded baddies Maha (Maha Gandhi) and his brother Kumar (Krishnavamsi). They are loan sharks who go to any extent to wield their clout in the city. Selva comes across Maha and soon Maha gets killed in mysterious circumstances. The blame falls on Selva. Kumar and his men want to bump off Selva. A perplexed Selva runs for cover. He sets out to find the real killer. But there is a twist in the tale and Selva takes a new avatar as he decides to wage a bloody war with baddies.,6.8,0.3504
Dhoni,10-02-2012,Tamil,Prakash Raj,Radhika Apte,Ilaiyaraaja,"A 14 year old boy aspires to become an attacking wicketkeeper-batsman, where his father wants his son to become a MBA graduate.",5.5,0.4132
Etho Seithai Ennai,17-08-2012,Tamil,Sakthi Vasu,Liyasree,K. B. Ganesh Kumar,"Arjun falls for Shalini at first sight. Initially, Liya resists his advances, but later falls for his charms. When Liya's uncle Nambi , a dreaded goon, gets to know about the relationship, he makes life hell for Arjun.",2,0.4129
Mirattal,02-08-2012,Tamil,Vinay Rai,Sharmiela Mandre,Pravin Mani,"Babloo (Vinay), a con artist, works for Shankar Dada (Prabhu), a local goon, whose rival Soori ( Pradeep Rawat), is planning to kill Deepika, Shankar's sister (Sharmila) to avenge the murder of his son. Meanwhile, Deepika falls in love with Babloo but her doting brother has other plans for her.",5,0.4006
Attakathi,15-08-2012,Tamil,Dinesh Ravi,Nandita Swetha,Santhosh Narayanan,"Dinakaran, a college student who becomes the leader of a gang, is unlucky in love. Soon, he tries to find true romance in Poornima, a woman who rejected him once before.",7,0.5798
Ullam,16-03-2012,Tamil,Raghuvaran,Priyamani,Yuvan Shankar Raja,"Ullam is a 2012 Tamil-language Indian feature film directed by Arunmoorthy and produced by Vedha, starring Mithun and Priyamani in the lead roles, while Raghuvaran and Karunas amongst others in supporting roles.",0,0.5009
Kazhugu,16-03-2012,Tamil,Krishna Kulasekaran,Bindu Madhavi,Yuvan Shankar Raja,"The film revolves round the lives, joys and sorrows of three friends, whose profession has to do with handling corpses.",6.2,0.3516
Mugamoodi,31-08-2012,Tamil,Jiiva,Pooja Hegde,Krishna Kumar,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.,4.5,0.3647
Muppozhudhum Un Karpanaigal,17-02-2012,Tamil,Atharvaa Murali,Amala Paul,G. V. Prakash Kumar,"A man falls in love with a beautiful girl, who also loves him. But later, after the man gets injured in a car accident, the truth about her identity is revealed.",4.2,0.3552
Aarohanam,26-10-2012,Tamil,Jayaprakash,Viji Chandrasekhar,Krishna Kumar,"Every cloud has a silver lining and Aarohanam showcases the brighter side of a mental disorder, along with all the trials and turbulence of such a life. In an age where the morbidity of poverty has been vehemently publicized, this film strives to unassumingly uncover the true essence of Indian culture while offering a raw and intimate experience of family and community life in the Indian slums.",8.5,0.3516
Naan,15-08-2012,Tamil,Vijay Antony,Rupa Manjari,Vijay Antony,An ex-convict forges signature of a deceased medical student to get enrolled in a medical college. He kills his roommate by accident in a dispute and fears that his identity will be revealed.,6.778,0.307
Saattai,21-09-2012,Tamil,Samuthirakani,Mahima Nambiar,D. Imman,"Dayalan is a newly appointed teacher of a government school in a village. He is unhappy with our education system and is also worried about the pitiable condition of education of government schools. After he joined the school, he tries to change the environment of the school. This is not welcome by Singaperumal who is Assistant Head Master (AHM). Dayalan's decision for the change does not go well with other teachers and students as well. But Dayalan's good moves were slowly noticed by Pandian.",6.417,0.4929
Mattu Thaavani,20-04-2012,Tamil,Vimal,Anjali,Deva,Maheshwari and Ram face marital trouble as her elite friends speak poorly of him.,0,0.34
Marina,03-02-2012,Tamil,Sivakarthikeyan,Oviya Helen,Girishh Gopalakrishnan,"Marina is a Tamil film directed by Pandiraj starring Siva Karthikeyan, in his feature film debut and Oviya in the lead roles.",5.4,0.3844
Maalai Pozhudhin Mayakathilaey,27-07-2012,Tamil,Aari Arjuna,Thejaswini,Achu Rajamani,"The budding romance of a wannabe filmmaker, disturbed marital life of a techie, business troubles of the manager of the coffee shop are dealt with in detail.",7,0.3849
Maasi,16-03-2012,Tamil,Arjun Sarja,Archana Gupta,Dhina,Masilamani (Arjun) is an encounter specialist. His life gets intertwined in the fight between two rival groups when he vows revenge against those who killed his wife. How far will an honest police officer have to go to let justice triumph?,4.5,0.2094
Thiruthani,19-10-2012,Tamil,Bharath Srinivasan,Sunaina,Perarasu,Thiruthani Movie story is about a youth who is very selfish and self centered.,3.3,0.2889
Kondaan Koduthaan,01-03-2012,Tamil,Ilavarasu,Advaitha,Deva,"Kondaan Koduthaan is Tamil movie directed by G Rajendran. The film is produced by P Iyappa and is jointly produced by P Bharathi and Master Sriram.Velauthukattau fame actor Kathir is male role for the movie and pair with female role of Advaitha.Ilavarasu, Ashwin, Manobala, KanjaKaruppu, Raj Kapoor are the cast for the movie. Music Director 'Isai Thendral' Deva is composed the music.",0,0.3238
Murattu Kaalai,15-06-2012,Tamil,Sundar C,Sneha,Srikanth Deva,"Kaalaiyan is a simple person and the best Jallikattu (Bullfight) player in his village. His world revolves around his four younger brothers. The antagonist is Varadharajan, a Zamindar from the neighbouring village who lives an extravagant lifestyle. His close aide is a transgender Saroja. Varadharajan's sister falls for the macho Kaalaiyan when he wins a Jallikattu. In the meantime, Bhuvana, on the run, after Varadharajan falls for her charm and tries to molest her, takes refuge in Kaalaiyan's house. However, Varadharajan decides to marry his sister to Kaalaiyan with an eye on his land. On the day of marriage, when Kaalaiyan comes to know that the bride wants to split the bond between the brothers, he calls off the marriage.",4.8,0.2507
Sattam Oru Iruttarai,20-12-2012,Tamil,Thaman Kumar,Bindu Madhavi,Vijay Antony,"Sattam Oru Iruttarai (English: The Law is a Dark Room) is a 2012 Tamil film directed by Sneha Britto, which is a remake of the 1981 film of the same name by S. A. Chandrasekhar. The film stars Thaman Kumar and Bindu Madhavi while Reemma Sen and Piaa Bajpai amongst others play supporting roles. The film was released on december 21st 2012 with very negative reviews.",3,0.2095
Oru Nadigaiyin Vakkumoolam,10-02-2012,Tamil,Jithan Ramesh,Sonia Agarwal,Aadhisha,"A village belle turns on to become an aspiring actress, but later she was exploited by some reasons.",2,0.2459
Podaa Podi,13-11-2012,Tamil,Silambarasan,Varalaxmi Sarathkumar,Dharan Kumar,"Arjun and Nisha happily marry as they are madly in love with each other. However, trouble brews in their lives when they realize that they have to make a lot of sacrifices to make their marriage work.",4.9,0.4224
Eppadi Manasukkul Vanthai,10-08-2012,Tamil,Ravi Kale,Tanvi Vyas,A. J. Daniel,"Eppadi Manasukkul Vanthai is a 2012 Tamil romantic thriller film directed by P. V. Prasath, starring Vishva, Irfaan, Tanvi Vyas.",7,0.2127
Ishtam,25-05-2012,Tamil,Vimal,Nisha Agarwal,S. Thaman,"Saravanan is modern city guy while Sandhya is village modern girl who came to city to find a job. Sandhya meets Saravanan while going to an interview. At first they had some disagreements and fought. Then, it turn into love and they had a relationship. They decided to marry and their parents did not agree, but they still got married and started to live happily at Saravanan's place. They were happy for few months, but they did start to disagree and fight, so they decided to divorce. Both of them went to their parents house to live separately. Their parents decided to get them a new life partner. At first they agreed with their parents decision. But then the love between Sandhya and Saravanan is rekindled since they miss each other. They decided to cancel their second marriage and live together happily.",3,0.244
Ammavin Kaipesi,13-11-2012,Tamil,Shanthanu Bhagyaraj,Iniya,Rohit Kulkarni,"Annamalai (Shanthnoo) is forced to leave home after being accused of stealing by his own family. He finds a job with Chinnapulla, a genial quarry owner who is being swindled by his own employees. While he is gathering proof of these wrongdoings, his loving mother is on the verge of losing her home. Can mother and son get back together?",3.5,0.2683
Leelai,27-04-2012,Tamil,Shiv Panditt,Lakshmi Ramakrishnan,Satish Chakravarthy,"Karthik’s flirting ways during his college days leave a bad impression on Malar. A few years later, the two end up working at the same office, though they are on different floors. Karthik falls in love with Malar but considering that she hates even the very mention of his name, he introduces himself to her as Sundar. How long can he carry on this game of deception?",6.3,0.2197
Mannaru,15-07-2012,Tamil,Appukutty,Rama,Udhayan,"Circumstances force Mannaru (Appukutty), a dimwitted villager, to take his friend's wife to his home. What happens when the villagers believe the two to be man and wife?",0,0.2628
Paagan,07-09-2012,Tamil,Srikanth,Janani Iyer,James Vasanthan,Paagan is the regular fare of a small town guy wanting to make it big. Even though director Aslam peppers the script with comedy and suchlike the movie fails to impress. The movie released over the weekend to less than average houses. The going is not likely to get good given the bevy of releases every weekend from now.,0,0.2277
Mayanginen Thayanginen,01-06-2012,Tamil,Nithin Sathya,Disha Pandey,N. Kannan,"Mayanginen Thayanginen starring nithin sathya &amp; Disha Pandey of Thamizh Padam fame.Hero is a call taxi driver,the character is an extrovert who falls in love with a telephone operator. It’s an interesting love story with a twist with ample scope for experimentation with emotions.",0,0.1888
Kollaikaran,13-01-2012,Tamil,Vidharth,Sanchita Shetty,Johan Shevanesh,"Kollaikaran (English: Robber) is a 2012 Tamil film directed by Tamil Selvan. The film, starring Vidharth of Mynaa fame along with Sanchita Shetty, released on 13 January 2012.",0,0.1501
